"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9782738103253";"http://www.olavodecarvalho.org/semana/051017dc.htm";"Aids, Brasil e Uganda";"Fernando Henrique Cardoso, que tem entre seus inumeráveis méritos não só a criação do programa de trezentos milhões de dólares mas também a virtude de saber fazer-se de gostosão com muito mais naturalidade do que seu antecessor e xará Fernando Collor, nos ensinou com notável antecedência que essas campanhas de castidade juvenil e fidelidade conjugal não estão com nada. Falando numa conferência em Paris – ele fica tão bem em Paris, vocês não acham? --, ele disse que essas campanhas “só servem para confundir as pessoas”. Como exemplo dessa confusão, ele citou o caso das esposas brasileiras, fielmente monogâmicas, que vão para a cama com seus maridos e contraem Aids. “Elas não usaram camisinhas, porque tinham um parceiro só, e pegaram a doença.” O próprio sr. Lewis não alcançaria a profundidade desse argumento, segundo o qual a fonte do perigo não está nos maridos que traem, mas nas esposas traídas; não está no contaminador, mas na contaminada. O pensamento do grande intelectual uspiano chega, aí, às raias do sublime. Com poucas e fulminantes palavras o autor de Dependência e Desenvolvimento na América Latina – o único livro que se tornou clássico por meio do esquecimento geral – reduz a pó a tese de seu amigo Alain Peyrefitte, de que as sociedades progridem na medida em que nelas imperam os laços de lealdade e confiança. Sociedade normal, sociedade progressista, na doutrina FHC, é aquela na qual a deslealdade está tão generalizada que mesmo as esposas não podem confiar nos maridos. Quando a lealdade falha, como é justo e normal, não se deve portanto fazer uma campanha para restaurá-la, mas, ao contrário, oficializar a deslealdade tornando a camisinha, em vez da fidelidade, uma obrigação moral dos cônjuges. Da minha parte, acreditando piamente que o nosso ex-presidente não seria hipócrita ao ponto de desejar uma moral para as famílias brasileiras em geral e outra para a dele próprio, admito que Dona Rute não deve mesmo, em hipótese alguma, permitir que seu marido venha com coisa para cima dela sem uma camisinha. Talvez até duas. Se ele já veio para cima de nós todos sem nenhuma, é tarde para pensar nisso. Relax and enjoy."
"9782738103253";"http://olavodecarvalho.org/semana/espertalhoes.htm";"Aviso aos espertalhões";"Como a classe afluente no Brasil é prodigiosamente inculta e sem formação moral, é grande, neste país, o número de empresários prósperos que se gabam de personificar uma síntese de astúcia amoral e neutralidade ideológica que lhes parece o supra-sumo da modernidade. Quando pensam encarnar o espírito mesmo do capitalismo, não sabem que esse capitalismo foi inventado por Lênin e Armand Hammer. O outro capitalismo, o verdadeiro, é aquele que, segundo Adam Smith, necessita da honestidade como um peixe precisa de água; aquele que, segundo Alain Peyrefitte, tem por único fundamento a confiança dos homens na lealdade de seus semelhantes."
"9782738103253";"http://www.olavodecarvalho.org/semana/070416dc.html";"Profetas do capitalismo global";"Os homens que criaram o capitalismo eram religiosos protestantes, imbuídos da noção de que o comércio era o campo preferencial para a prática coletiva das virtudes cristãs. Os homens que o teorizam hoje em dia são tecnocratas materialistas e economicistas, que não entendem um “a” da complexa estrutura espiritual da civilização e apostam cegamente em fórmulas mágicas que lhes parecem muito científicas. Foram eles que celebraram a queda da URSS como o advento do paraíso global democrático-capitalista. O que a década seguinte lhes trouxe foi o crescimento avassalador da rebelião esquerdista e a ocupação cultural da Europa pelos invasores islâmicos. Procure algum guru empresarial que tenha previsto esse desenvolvimento. Não encontrará nenhum. No entanto, os estudiosos de religiões comparadas já o previam desde a década de 30. Eles não são idiotas o bastante para acreditar que a economia determina o curso da história. Não são meros marxistas com sinal trocado como aqueles a quem o empresariado paga rios de dinheiro para que o intoxiquem de ilusões.##NEWP##Segundo: A crença de que é possível construir uma sociedade espiritualmente neutra baseada na pura racionalidade econômica e na mecânica dos “interesses” é ela mesma uma ideologia revolucionária, que como tal só serve para solapar as últimas barreiras opostas pela civilização judaico-cristã ao avanço aparentemente irrefreável do totalitarismo no mundo.##NEWP##Essa ideologia, que hoje muitos entendem como a encarnação mais pura do capitalismo, surgiu três séculos depois da prática capitalista e jamais foi adotada na Inglaterra ou nos EUA. Ela é a herdeira direta dos Lockes, Mandevilles e Benthams – a ala materialista e utilitarista do iluminismo inglês, a que me referi em artigo anterior – e o único país que acreditou nela foi a França. Leiam “Le Mal Français”, de Alain Peyrefitte (Paris, Plon, 1976), e verão no que deu: um capitalismo capenga, hiper-regulamentado, que reduziu ao estado de potência de segunda classe aquela que dois séculos e meio atrás era a nação mais rica e poderosa do universo."
"9782738103253";"http://old.olavodecarvalho.org/semana/ncatedra.htm";"Nazismo de cátedra";"dona Marilena enuncia um segundo “princípio nuclear”, alegando que não é nem de sua invenção, mas que exprime a quintessência unanimitária do “pensamento político moderno”. Segundo esse princípio, “a moralidade pública não depende do caráter dos indivíduos e sim da qualidade das instituições como expressões concretas do lugar e do sentido da lei”.##NEWP##Sei que argumentar não vale, mas quem quer que conheça um pouco o tal “pensamento político moderno”, de Maquiavel a Voegelin, de Hobbes a Weber, de Tocqueville a Peyrefitte (sem esquecer evidentemente Marx), sabe precisamente o contrário do que afirma essa senhora: sabe que a moralidade depende de tudo, menos das instituições e das leis. Depende do costume, da cultura, da religião, da educação, até da economia. Depende sobretudo do caráter dos indivíduos, moldado por esses fatores de base. Os códigos e instituições vêm em cima, seja como expressões da moralidade consagrada, seja como vãs e monstruosas tentativas totalitárias de mudá-la por decreto."
"9781932236194";"https://doi.org/10.1177%2F014833310004900311";"(Book Review) At War with the Word: Literary Theory and Liberal Education by R. V. Young"
"9781932236194";"http://www.firstthings.com/article/1993/08/004-the-old-new-criticism-and-its-critics";"Chapter 1 - The Old New Criticism and its Critics"
"9780691014845";"https://www.jstor.org/stable/1770804";"(Book Review) Against Deconstruction by John M. Ellis"
"9780691014845";"https://digitalcommons.wayne.edu/cgi/viewcontent.cgi?article=1525&context=criticism";"(Book Review) Against Deconstruction by John M. Ellis"
"9780691014845";"https://youtu.be/kJ1AntkVcq4";"Desconstruir a desconstrução por Pierre Magnard "
"9780691014845";"https://oocidente.blogspot.com/2019/03/desconstruindo-o-descontrucionismo.html";"Desconstruindo o Descontrucionismo"
"9780860373971";"http://islamicweb.com/resources/nationality.htm";"A Muslim's Nationality And His Belief By The Martyr Of Islam by Syed Qutb";"There is only one place on earth which can be called the home of Islam (Dar-ul-Islam), and it is that place where the Islamic state is established and the Shariah is the authority and God's limits are observed, and where all the Muslims administer the affairs of the state with mutual consultation. The rest of the world is the home of hostility (Dar-ul-Harb). A Muslim can have only two possible relations with Dar-ul-Harb: peace with a contractual agreement, or war. A country with which there is a treaty will not be considered the home of Islam."
"9780860373971";"https://www.thereligionofpeace.com/pages/quran/loyalty-to-non-muslim-government.aspx";"Sayyid Qutb: The foremost duty of Islam in this world is to depose Jahiliyyah (unbelievers) from the leadership of man, and to take the leadership into its own hands and enforce the particular way of life which is its permanent feature."
"978006098866";"https://www.nytimes.com/2006/11/28/books/chapters/1126-1st-frie.html";"(Chapter 01) ‘The Fellowship’"
"978006098866";"http://www.caareviews.org/reviews/1133#.XPAyMm3waUk";"(Book Review) The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship by Roger Friedland and Harold Zellman"
"978006098866";"https://www.nytimes.com/2006/11/26/books/review/Ouroussoff.t.html";"(Book Review) The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship by Roger Friedland and Harold Zellman"
"978006098866";"https://www.artsjournal.com/artopia/2006/10/wright_was_wrong.html";"(Book Review) The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship by Roger Friedland and Harold Zellman"
"978006098866";"https://www.independent.com/2006/09/06/sex-lies-and-frank-lloyd-wright/";"(Book Review) The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship by Roger Friedland and Harold Zellman"
"9780900380204";"http://www.angelusonline.org/index.php?section=articles&subsection=show_article&article_id=214";"(Chapter 11) The fraudulent gospel: Politics and the World Council of Churches"
"9780900380204";"https://www.churchtimes.co.uk/articles/2006/13-january/gazette/bernard-smith";"(Obituary) Bernard Smith"
"9780900380204";"https://www.theguardian.com/news/2006/jan/19/obituaries.readersobituaries";"(Obituary) Bernard Smith"
"9780900380204";"https://www.discoverthenetworks.org/organizations/world-council-of-churches-wcc/";"World Council of Churches (WCC)"
"9780870003271";"https://www.garynorth.com/UnholyAlliance.pdf";"(Book) Unholy Alliance: The Definitive History of the National Council of Churches and Its Leftist Policies – From 1908 to the Present"
"9780870003271";"http://web.archive.org/web/20070112053754/http://www.olavodecarvalho.org/semana/070108dc.htm";"O inimigo é um só";"2) O Conselho Mundial das Igrejas, a maior organização protestante do mundo, que congrega centenas de igrejas em todos os países, nominalmente para objetivos “ecumênicos”, é notoriamente uma entidade pró-comunista, que apóia e subsidia movimentos revolucionários terroristas. (6) Os vários Conselhos Nacionais das Igrejas são entidades independentes, mas pelo menos o dos EUA é ainda mais abertamente pró-comunista do que o Mundial. (7)"
"9780870003271";"http://web.archive.org/web/20060112221502/http://www.olavodecarvalho.org/semana/050815dc.htm";"Miséria intelectual sem fim";"4. Livros sobre o esquerdismo hoje em dia, com a descrição dos laços abrangentes que unem ao terrorismo e ao narcotráfico a esquerda chique da grande mídia, das fundações bilionárias e dos organismos dirigentes internacionais ( Unholy Alliance , de David Horowitz, Countdowmn to Terror , de Curt Weldon, Treachery , de Bill Gertz, Through the Eyes of the Enemy , de Stanislav Lunev)."
"9780870003271";"http://web.archive.org/web/20050719013037/http://olavodecarvalho.org/semana/050418fsp.htm";"Lavagem de notícias";"O leitor não deve estranhar a menção a organizações religiosas. Nos EUA, o Conselho Nacional das Igrejas é notoriamente uma entidade pró-comunista (v. Gregg Singer, The Unholy Alliance , Arlington House Books, 1975), e o mesmo se deve dizer de seus equivalentes em outros países. A penetração da KGB nos altos círculos da Igreja Católica e sua influência decisiva nos rumos tomados pelo Concílio Vaticano II são hoje bem conhecidas (v. Ricardo de la Cierva, Las Puertas del Infierno e La Hoz y la Cruz , ambos pela Editorial Fênix, de Barcelona)."
